Tag A        Tag B          P(Tag_A, Tag_B)
jj           vbn-tl                0.000698
jj           vbz                   0.000299
jj           wdt                   0.000299
jj           wps                   0.000798
jj           wrb                   0.001695
jj-hl        ''                    0.005618
jj-hl        )-hl                  0.014045
jj-hl        ,-hl                  0.005618
jj-hl        cc-hl                 0.008427
jj-hl        cd-hl                 0.005618
jj-hl        dt-hl                 0.005618
jj-hl        in-hl                 0.011236
jj-hl        jj-hl                 0.005618
jj-hl        nn-hl                 0.120787
jj-hl        nn-tl-hl              0.005618
jj-hl        nns-hl                0.047753
jj-hl        np-hl                 0.008427
jj-hl        rb-hl                 0.005618
jj-hl        vbg-hl                0.008427
jj-nc        .                     0.007168
jj-tl        ''                    0.004124
jj-tl        (                     0.001375
jj-tl        ,                     0.008935
jj-tl        --                    0.001375
jj-tl        .                     0.004124
jj-tl        ``                    0.001375
jj-tl        bedz                  0.003436
jj-tl        bez                   0.001375
jj-tl        cc                    0.006186
jj-tl        cc-tl                 0.004811
jj-tl        cd-tl                 0.003436
jj-tl        hvz-tl                0.001375
jj-tl        in                    0.002749
jj-tl        in-tl                 0.002749
jj-tl        jj                    0.006186
jj-tl        jj-tl                 0.021306
jj-tl        jjr-tl                0.001375
jj-tl        md                    0.002062
jj-tl        nn                    0.056357
jj-tl        nn$                   0.001375
jj-tl        nn$-tl                0.004811
jj-tl        nn-tl                 0.324399
jj-tl        nns                   0.026117
jj-tl        nns$                  0.001375
jj-tl        nns$-tl               0.001375
jj-tl        nns-tl                0.056357
jj-tl        np                    0.015808
jj-tl        np$                   0.003436
jj-tl        np$-tl                0.004124
jj-tl        np-tl                 0.219931
jj-tl        nps                   0.01512
jj-tl        nps-tl                0.005498
jj-tl        nr                    0.001375
jj-tl        nr-tl                 0.004811
jj-tl        od-tl                 0.001375
jj-tl        rb                    0.002062
jj-tl        rb-tl                 0.001375
jj-tl        to                    0.001375
jj-tl        vb-tl                 0.001375
jj-tl        vbd                   0.003436
jj-tl        vbd-tl                0.001375
jj-tl        vbg-tl                0.004124
jj-tl        vbz                   0.001375
jj-tl-hl     ,-hl                  0.006944
jj-tl-hl     .-hl                  0.006944
jj-tl-hl     jj-tl-hl              0.006944
jj-tl-hl     nn-tl-hl              0.020833
jj-tl-hl     np-tl                 0.010417
jjr          ''                    0.009124
jjr          ,                     0.032847
jjr          .                     0.023723
jjr          ``                    0.007299
jjr          at                    0.00365
jjr          cc                    0.021898
jjr          cd                    0.009124
jjr          cs                    0.031022
jjr          in                    0.029197
jjr          jj                    0.027372
jjr          nn                    0.213504
jjr          nns                   0.078467
jjr          np                    0.00365
jjr          od                    0.00365
jjr          pps                   0.005474
jjr          rb                    0.005474
jjr          rp                    0.00365
jjr          to                    0.005474
jjr          vb                    0.00365
jjr          vbg                   0.007299
jjr          vbn                   0.005474
jjr-hl       nn-hl                 0.014085
jjr-hl       nns-hl                0.007042
jjr-hl       np-hl                 0.007042
jjr-hl       vb-hl                 0.007042
jjr-nc       )                     0.007168
jjr-tl       nn-tl                 0.01049
jjr-tl       np$                   0.01049
jjr-tl       np-tl                 0.017483
jjs          ''                    0.005634
jjs          cc                    0.005634
jjs          cd                    0.011268
jjs          in                    0.008451
jjs          jj                    0.016901
jjs          jj-tl                 0.011268
jjs          nn                    0.109859
jjs          nns                   0.059155
jjs          nps                   0.005634
jjs          vbg                   0.008451
jjs          vbn-tl                0.005634
jjs-tl       nn-tl                 0.014184
jjs-tl       nns-tl                0.007092
jjt          ''                    0.010331
jjt          ,                     0.014463
jjt          .                     0.012397
jjt          ``                    0.006198
jjt          ap                    0.008264
jjt          bedz                  0.004132
jjt          bez                   0.008264
jjt          cc                    0.008264
jjt          in                    0.03719
jjt          jj                    0.045455
jjt          jj-tl                 0.006198
jjt          nn                    0.190083
jjt          nns                   0.072314
jjt          np                    0.010331
jjt          np-tl                 0.004132
jjt          ppss                  0.008264
jjt          to                    0.006198
jjt          vbg                   0.004132
jjt          wrb                   0.008264
jjt-hl       in-hl                 0.007092
jjt-hl       nn-hl                 0.014184
md           ''                    0.001742
md           (                     0.000871
md           *                     0.047474
md           ,                     0.005662
md           --                    0.001307
md           .                     0.003049
md           ``                    0.002613
md           abn                   0.002613
md           abx                   0.000871
md           at                    0.006969
md           be                    0.253049
md           bez                   0.000871
md           cc                    0.004355
md           cd                    0.000871
md           do                    0.014373
md           dt                    0.000871
md           dti                   0.002178
md           dts                   0.000871
md           ex                    0.000871
md           hv                    0.056185
md           in                    0.00392
md           jj                    0.001307
md           nn                    0.002178
md           nn-tl                 0.000871
md           nns                   0.000871
md           np                    0.001307
md           pn                    0.002178
md           pp$                   0.003484
md           ppls                  0.000871
md           ppo                   0.000871
md           pps                   0.001742
md           ppss                  0.005662
md           ql                    0.003484
md           rb                    0.062282
md           to                    0.005226
md           vb                    0.390679
md*          )                     0.005208
md*          be                    0.049479
md*          do                    0.007812
md*          hv                    0.015625
md*          in                    0.007812
md*          jj                    0.005208
md*          ppls                  0.005208
md*          pps                   0.005208
md*          ppss                  0.010417
md*          ql                    0.007812
md*          rb                    0.018229
md*          vb                    0.169271
md*-hl       vb-hl                 0.007168
md+hv        vbn                   0.007168
md-hl        be-hl                 0.010453
md-hl        np-hl                 0.006969
md-hl        ppss-hl               0.006969
md-hl        vb-hl                 0.020906
md-tl        vb-tl                 0.007168
nil          cd                    0.007168
nn           '                     0.000336
nn           ''                    0.017108
nn           (                     0.00248
nn           )                     0.002312
nn           *                     0.000715
nn           ,                     0.108449
nn           --                    0.006726
nn           .                     0.119546
nn           :                     0.003363
nn           ``                    0.002018
nn           abl                   8.4e-05
nn           abn                   0.000336
nn           abx                   0.000168
nn           ap                    0.002984
nn           at                    0.006683
nn           at-tl                 8.4e-05
nn           be                    0.000799
nn           bed                   0.001471
nn           bedz                  0.015006
nn           beg                   0.000673
nn           ber                   0.003153
nn           bez                   0.022194
nn           bez*                  0.00021
nn           cc                    0.051324
nn           cd                    0.00227
nn           cd-tl                 0.000126
nn           cs                    0.020891
nn           do                    0.000252
nn           dod                   0.000546
nn           dod*                  8.4e-05
nn           doz                   0.000841
nn           doz*                  0.000294
nn           dt                    0.002018
nn           dti                   0.000504
nn           dts                   0.000168
nn           ex                    0.000673
nn           fw-nn                 0.00021
nn           fw-nns                0.000126
nn           fw-wdt                0.000126
nn           hv                    0.001303
nn           hvd                   0.00248
nn           hvz                   0.00681
nn           hvz*                  0.000168
nn           in                    0.28554
nn           jj                    0.005254
nn           jj-tl                 0.000757
nn           jjr                   0.000336
nn           md                    0.019126
nn           md*                   0.000673
nn           nn                    0.089113
nn           nn$                   0.000462
nn           nn-hl                 8.4e-05
nn           nn-tl                 0.001093
nn           nns                   0.044304
nn           nns$                  0.000252
nn           nns-tl                0.000126
nn           np                    0.006137
nn           np$                   0.000168
nn           np-tl                 0.000168
nn           nps                   0.000168
nn           nr                    0.003573
nn           od                    0.000126
nn           od-tl                 0.000126
nn           pn                    0.00042
nn           pp$                   0.000757
nn           ppl                   0.000841
nn           ppo                   8.4e-05
nn           pps                   0.004876
nn           ppss                  0.002984
nn           ppss+ber              0.000168
nn           ppss+hv               0.000168
nn           ppss+md               8.4e-05
nn           ql                    0.00269
nn           qlp                   8.4e-05
nn           rb                    0.015132
nn           rbr                   0.001051
nn           rbt                   8.4e-05
nn           rp                    0.001429
nn           to                    0.018958
nn           vb                    0.003573
nn           vbd                   0.020555
nn           vbg                   0.007945
nn           vbn                   0.010172
nn           vbz                   0.012736
nn           wdt                   0.005464
nn           wp$                   0.000294
nn           wpo                   0.000294
nn           wps                   0.011307
nn           wps+bez               8.4e-05
nn           wrb                   0.004161
nn$          ,                     0.003273
nn$          ``                    0.006547
nn$          ap                    0.00491
nn$          cd                    0.016367
nn$          in                    0.003273
nn$          jj                    0.085106
nn$          jj-tl                 0.00982
nn$          jjs                   0.011457
nn$          jjt                   0.022913
nn$          nn                    0.284779
nn$          nn-tl                 0.00491
nn$          nns                   0.076923
nn$          np                    0.006547
nn$          np-tl                 0.003273
nn$          nps$                  0.003273
nn$          nr                    0.003273
nn$          od                    0.011457
nn$          ql                    0.00982
nn$          vbg                   0.006547
nn$          vbz                   0.003273
nn$-hl       jj-hl                 0.007117
nn$-hl       nn-hl                 0.010676
nn$-tl       ,                     0.005391
nn$-tl       cd                    0.008086
nn$-tl       jj                    0.02965
nn$-tl       jj-tl                 0.005391
nn$-tl       jjr                   0.005391
nn$-tl       jjs                   0.005391
nn$-tl       nn                    0.110512
nn$-tl       nn-tl                 0.040431
nn$-tl       nns                   0.024259
nn$-tl       np                    0.013477
nn$-tl       nps                   0.005391
nn$-tl       od                    0.008086
nn$-tl       ql                    0.005391
nn$-tl       ql-tl                 0.005391
nn$-tl       rb                    0.005391
nn$-tl       vbg                   0.010782
nn$-tl       vbn                   0.008086
nn-hl        '                     0.011976
nn-hl        ''                    0.00998
nn-hl        )-hl                  0.005988
nn-hl        ,-hl                  0.005988
nn-hl        .                     0.003992
nn-hl        .-hl                  0.021956
nn-hl        :                     0.00998
nn-hl        :-hl                  0.037924
nn-hl        bedz-hl               0.003992
nn-hl        bez-hl                0.00998
nn-hl        cc-hl                 0.00998
nn-hl        cs-hl                 0.005988
nn-hl        doz-hl                0.003992
nn-hl        in-hl                 0.121756
nn-hl        jj-hl                 0.007984
nn-hl        jjt-hl                0.003992
nn-hl        md-hl                 0.005988
nn-hl        nn-hl                 0.057884
nn-hl        nns-hl                0.035928
nn-hl        ppl-hl                0.003992
nn-hl        rb-hl                 0.007984
nn-hl        rp-hl                 0.003992
nn-hl        to-hl                 0.003992
nn-hl        vbd-hl                0.005988
nn-hl        vbg-hl                0.003992
nn-hl        vbn-hl                0.055888
nn-hl        vbz-hl                0.035928
nn-hl        wrb-hl                0.003992
nn-nc        ''                    0.01773
nn-tl        '                     0.00047
nn-tl        ''                    0.039502
nn-tl        (                     0.005408
nn-tl        )                     0.002822
nn-tl        *                     0.00047
nn-tl        ,                     0.090995
nn-tl        --                    0.002351
nn-tl        .                     0.069363
nn-tl        :                     0.001646
nn-tl        ``                    0.001881
nn-tl        abn                   0.000705
nn-tl        ap                    0.003057
nn-tl        at                    0.002351
nn-tl        at-tl                 0.00047
nn-tl        be-tl                 0.00047
nn-tl        bed                   0.000705
nn-tl        bedz                  0.005408
nn-tl        ber                   0.001646
nn-tl        bez                   0.011521
nn-tl        bez-tl                0.00047
nn-tl        cc                    0.030567
nn-tl        cc-tl                 0.006113
nn-tl        cd                    0.002822
nn-tl        cd-tl                 0.015283
nn-tl        cs                    0.006348
nn-tl        do                    0.000705
nn-tl        doz                   0.000941
nn-tl        dt                    0.001176
nn-tl        fw-jj-tl              0.00047
nn-tl        hv                    0.000941
nn-tl        hvd                   0.001411
nn-tl        hvz                   0.0087
nn-tl        in                    0.054315
nn-tl        in-hl                 0.00047
nn-tl        in-tl                 0.067012
nn-tl        jj                    0.003997
nn-tl        jj-tl                 0.013637
nn-tl        md                    0.013873
nn-tl        nn                    0.059252
nn-tl        nn$                   0.001176
nn-tl        nn$-tl                0.003997
nn-tl        nn-tl                 0.16506
nn-tl        nn-tl-hl              0.00047
nn-tl        nns                   0.024453
nn-tl        nns$-tl               0.00047
nn-tl        nns-tl                0.015518
nn-tl        np                    0.111921
nn-tl        np$                   0.0087
nn-tl        np$-hl                0.000705
nn-tl        np$-tl                0.002116
nn-tl        np-tl                 0.012227
nn-tl        nps                   0.001646
nn-tl        nps-tl                0.001411
nn-tl        nr                    0.004703
nn-tl        nr-tl                 0.00047
nn-tl        ppl                   0.001176
nn-tl        ppo-tl                0.00047
nn-tl        pps                   0.000705
nn-tl        ppss                  0.001176
nn-tl        ql                    0.000705
nn-tl        rb                    0.007054
nn-tl        rbr                   0.000705
nn-tl        rp                    0.000941
nn-tl        to                    0.005408
nn-tl        vb                    0.001881
nn-tl        vb-tl                 0.00047
nn-tl        vbd                   0.024453
nn-tl        vbd-tl                0.00047
nn-tl        vbg                   0.002351
nn-tl        vbg-tl                0.001881
nn-tl        vbn                   0.001176
nn-tl        vbn-tl                0.000705
nn-tl        vbz                   0.010111
nn-tl        wdt                   0.001646
nn-tl        wp$                   0.00047
nn-tl        wps                   0.001411
nn-tl        wps-tl                0.000705
nn-tl        wrb                   0.002116
nn-tl-hl     ''                    0.006536
nn-tl-hl     (-hl                  0.006536
nn-tl-hl     ,-hl                  0.013072
nn-tl-hl     .-hl                  0.013072
nn-tl-hl     :-hl                  0.006536
nn-tl-hl     cc-tl-hl              0.006536
nn-tl-hl     cd-tl-hl              0.006536
nn-tl-hl     in-tl-hl              0.013072
nn-tl-hl     jj-tl-hl              0.006536
nn-tl-hl     nn-tl-hl              0.022876
nn-tl-hl     np$-hl                0.006536
nn-tl-hl     np-hl                 0.01634
nn-tl-hl     vbz-hl                0.009804
nns          '                     0.000436
nns          ''                    0.017112
nns          (                     0.003379
nns          )                     0.001199
nns          *                     0.00109
nns          ,                     0.118256
nns          --                    0.008392
nns          .                     0.12545
nns          :                     0.003924
nns          ``                    0.002071
nns          abl                   0.000327
nns          abn                   0.001199
nns          ap                    0.001635
nns          at                    0.008719
nns          be                    0.001526
nns          bed                   0.015259
nns          bedz                  0.002943
nns          beg                   0.000436
nns          ben                   0.000327
nns          ber                   0.028556
nns          ber*                  0.000327
nns          bez                   0.005777
nns          cc                    0.072589
nns          cd                    0.005995
nns          cd-tl                 0.000218
nns          cs                    0.018965
nns          do                    0.001308
nns          do*                   0.000654
nns          dod                   0.000545
nns          dod*                  0.000218
nns          doz                   0.000218
nns          dt                    0.003052
nns          dti                   0.000436
nns          dts                   0.000545
nns          ex                    0.000545
nns          hv                    0.011444
nns          hvd                   0.003161
nns          hvg                   0.000218
nns          hvz                   0.002071
nns          in                    0.262888
nns          jj                    0.008719
nns          jjr                   0.000654
nns          md                    0.024523
nns          md*                   0.000436
nns          nn                    0.012207
nns          nn-tl                 0.000436
nns          nns                   0.003706
nns          np                    0.002616
nns          np-tl                 0.000327
nns          nps                   0.000218
nns          nr                    0.00327
nns          pn                    0.000327
nns          pp$                   0.001308
nns          ppls                  0.000981
nns          pps                   0.004578
nns          ppss                  0.003379
nns          ppss+hv               0.000327
nns          ql                    0.003706
nns          rb                    0.026267
nns          rbr                   0.002507
nns          rp                    0.002507
nns          to                    0.019728
nns          vb                    0.028774
nns          vbd                   0.024305
nns          vbg                   0.01297
nns          vbn                   0.020163
nns          vbz                   0.002289
nns          wdt                   0.005559
nns          wp$                   0.000654
nns          wpo                   0.000654
nns          wps                   0.022125
nns          wrb                   0.003924
nns$         ``                    0.005797
nns$         cc                    0.005797
nns$         jj                    0.008696
nns$         jj-tl                 0.005797
nns$         nn                    0.115942
nns$         nns                   0.063768
nns$         nr                    0.005797
nns$         vbn                   0.005797
nns$-hl      nns-hl                0.010714
nns$-tl      cd                    0.006515
nns$-tl      jj                    0.013029
nns$-tl      jj-tl                 0.006515
nns$-tl      jjr                   0.006515
nns$-tl      nn                    0.013029
nns$-tl      nn-tl                 0.035831
nns$-tl      nns                   0.009772
nns$-tl      nns-tl                0.006515
nns$-tl      np                    0.013029
nns$-tl      np-tl                 0.009772
nns$-tl      ql                    0.006515
nns$-tl      vbg                   0.006515
nns-hl       '                     0.008499
nns-hl       ''                    0.008499
nns-hl       ,-hl                  0.005666
nns-hl       .-hl                  0.022663
nns-hl       :-hl                  0.016997
nns-hl       at-hl                 0.005666
nns-hl       ber-hl                0.008499
nns-hl       cc-hl                 0.011331
nns-hl       do-hl                 0.008499
nns-hl       in-hl                 0.053824
nns-hl       jj-hl                 0.011331
nns-hl       jjr-hl                0.005666
nns-hl       md-hl                 0.005666
nns-hl       nn-hl                 0.016997
nns-hl       nr-hl                 0.005666
nns-hl       rp-hl                 0.005666
nns-hl       to-hl                 0.005666
nns-hl       vb-hl                 0.011331
nns-hl       vbd-hl                0.005666
nns-hl       vbg-hl                0.005666
nns-hl       vbn-hl                0.042493
nns-tl       ''                    0.043478
nns-tl       (                     0.007804
nns-tl       )                     0.003344
nns-tl       ,                     0.091416
nns-tl       --                    0.006689
nns-tl       .                     0.06243
nns-tl       :                     0.004459
nns-tl       ``                    0.00223
nns-tl       ap                    0.00223
nns-tl       at                    0.004459
nns-tl       at-tl                 0.00223
nns-tl       bed                   0.013378
nns-tl       bedz                  0.010033
nns-tl       ber                   0.013378
nns-tl       ber-tl                0.005574
nns-tl       bez                   0.011148
nns-tl       cc                    0.025641
nns-tl       cc-tl                 0.011148
nns-tl       cd                    0.00223
nns-tl       cd-tl                 0.005574
nns-tl       cs                    0.006689
nns-tl       do                    0.00223
nns-tl       dod                   0.003344
nns-tl       ex                    0.00223
nns-tl       fw-in                 0.00223
nns-tl       fw-jj-tl              0.00223
nns-tl       hv                    0.005574
nns-tl       hvd                   0.008919
nns-tl       hvz                   0.011148
nns-tl       in                    0.045708
nns-tl       in-tl                 0.028986
nns-tl       jj                    0.00223
nns-tl       jj-tl                 0.007804
nns-tl       md                    0.013378
nns-tl       nn                    0.03233
nns-tl       nn$                   0.004459
nns-tl       nn-tl                 0.102564
nns-tl       nns                   0.008919
nns-tl       nns-tl                0.007804
nns-tl       np                    0.011148
nns-tl       np-tl                 0.003344
nns-tl       nr                    0.00223
nns-tl       pp$                   0.00223
nns-tl       pps                   0.00223
nns-tl       ql                    0.003344
nns-tl       rb                    0.010033
nns-tl       rb-tl                 0.003344
nns-tl       to                    0.007804
nns-tl       vb                    0.008919
nns-tl       vb-tl                 0.003344
nns-tl       vbd                   0.037904
nns-tl       vbg                   0.005574
nns-tl       vbn                   0.005574
nns-tl       vbn-tl                0.003344
nns-tl       vbz                   0.007804
nns-tl       wdt                   0.003344
nns-tl       wps                   0.004459
nns-tl-hl    ,-hl                  0.007018
nns-tl-hl    :-hl                  0.021053
nns-tl-hl    nn-hl                 0.007018
np           '                     0.000387
np           ''                    0.007843
np           (                     0.007068
np           )                     0.006487
np           *                     0.00029
np           ,                     0.172057
np           --                    0.003776
np           .                     0.056448
np           :                     0.001936
np           ``                    0.001452
np           abx                   0.00029
np           ap                    0.002227
np           at                    0.003098
np           at-tl                 0.000194
np           be                    0.000387
np           bed                   0.00184
np           bedz                  0.013943
np           ben                   0.00029
np           ber                   0.002614
np           bez                   0.015879
np           cc                    0.046766
np           cc-tl                 0.000581
np           cd                    0.021011
np           cd-tl                 0.000968
np           cs                    0.007649
np           dod                   0.001065
np           dod*                  0.00029
np           doz                   0.001162
np           doz*                  0.000775
np           dt                    0.000775
np           dti                   0.000387
np           ex                    0.000387
np           fw-at-tl              0.00029
np           fw-in-tl              0.000194
np           fw-nn                 0.000194
np           hv                    0.000968
np           hvd                   0.005035
np           hvz                   0.011522
np           hvz*                  0.000194
np           in                    0.047541
np           jj                    0.002614
np           jj-tl                 0.001065
np           md                    0.015782
np           md*                   0.000678
np           nil                   0.000194
np           nn                    0.044345
np           nn$                   0.000678
np           nn$-tl                0.000194
np           nn-tl                 0.008327
np           nns                   0.014814
np           nns-tl                0.000775
np           np                    0.316518
np           np$                   0.015201
np           np+bez                0.000194
np           np-tl                 0.000387
np           nps                   0.003679
np           nps$                  0.00029
np           nps-tl                0.000194
np           nr                    0.002421
np           od                    0.000581
np           od-tl                 0.000581
np           pn                    0.000194
np           pp$                   0.000194
np           ppl                   0.001743
np           pps                   0.000871
np           ppss                  0.000484
np           ql                    0.000775
np           rb                    0.010167
np           rbr                   0.00029
np           rp                    0.000387
np           to                    0.004744
np           uh                    0.000194
np           vb                    0.002905
np           vbd                   0.05761
np           vbg                   0.003195
np           vbg-tl                0.000194
np           vbn                   0.001065
np           vbz                   0.015782
np           wdt                   0.000581
np           wp$                   0.000194
np           wpo                   0.000194
np           wps                   0.002324
np           wrb                   0.001259
np$          .                     0.004902
np$          ``                    0.03799
np$          abn                   0.002451
np$          ap                    0.003676
np$          at-tl                 0.002451
np$          bedz                  0.002451
np$          bez                   0.002451
np$          cc                    0.003676
np$          cd                    0.015931
np$          cd-tl                 0.002451
np$          fw-jj-tl              0.002451
np$          fw-nn                 0.002451
np$          fw-nns-tl             0.002451
np$          in                    0.007353
np$          jj                    0.113971
np$          jj-tl                 0.018382
np$          jjr                   0.002451
np$          jjs                   0.003676
np$          jjt                   0.011029
np$          nn                    0.275735
np$          nn-tl                 0.034314
np$          nns                   0.061275
np$          nns-tl                0.004902
np$          np                    0.026961
np$          np-tl                 0.009804
np$          od                    0.011029
np$          ql                    0.011029
np$          vbg                   0.009804
np$          vbg-tl                0.002451
np$          vbn                   0.004902
np$          vbz                   0.002451
np$-hl       '                     0.007067
np$-hl       jj                    0.010601
np$-hl       jj-hl                 0.007067
np$-hl       nn-hl                 0.007067
np$-tl       cd                    0.006667
np$-tl       jj                    0.006667
np$-tl       jj-tl                 0.01
np$-tl       jjt                   0.006667
np$-tl       nn                    0.016667
np$-tl       nn-tl                 0.036667
np$-tl       np                    0.006667
np$-tl       np-tl                 0.01
np+bez       rb                    0.007143
np+bez       vbg                   0.007143
np-hl        (-hl                  0.01992
np-hl        )-hl                  0.02988
np-hl        ,-hl                  0.139442
np-hl        --                    0.003984
np-hl        .                     0.003984
np-hl        .-hl                  0.017928
np-hl        :-hl                  0.027888
np-hl        ap-hl                 0.003984
np-hl        at-hl                 0.005976
np-hl        cc-hl                 0.005976
np-hl        cc-tl-hl              0.003984
np-hl        cd-hl                 0.089641
np-hl        in-hl                 0.00996
np-hl        jj-hl                 0.003984
np-hl        md-hl                 0.005976
np-hl        nn$-hl                0.003984
np-hl        nn-hl                 0.01992
np-hl        nn-tl-hl              0.005976
np-hl        nns-hl                0.005976
np-hl        np$-hl                0.003984
np-hl        np-hl                 0.043825
np-hl        nps-hl                0.003984
np-hl        rb-hl                 0.003984
np-hl        vb-hl                 0.005976
np-hl        vbd-hl                0.003984
np-hl        vbn-hl                0.007968
np-hl        vbz-hl                0.017928
np-tl        ''                    0.028763
np-tl        (                     0.005351
np-tl        (-hl                  0.002007
np-tl        )                     0.002676
np-tl        ,                     0.050167
np-tl        ,-hl                  0.001338
np-tl        --                    0.003344
np-tl        .                     0.044816
np-tl        .-hl                  0.001338
np-tl        :-hl                  0.001338
np-tl        ``                    0.002676
np-tl        ap                    0.002676
np-tl        at                    0.002676
np-tl        bed                   0.001338
np-tl        bedz                  0.001338
np-tl        ber                   0.002676
np-tl        bez                   0.002676
np-tl        cc                    0.014716
np-tl        cc-tl                 0.015385
np-tl        cd-tl                 0.003344
np-tl        cs                    0.003344
np-tl        dt                    0.001338
np-tl        ex                    0.001338
np-tl        fw-in                 0.001338
np-tl        fw-jj-tl              0.001338
np-tl        fw-nn-tl              0.001338
np-tl        hv                    0.003344
np-tl        hvd                   0.001338
np-tl        hvz                   0.004682
np-tl        in                    0.024749
np-tl        in-tl                 0.002676
np-tl        jj                    0.003344
np-tl        jj-tl                 0.04214
np-tl        md                    0.00602
np-tl        md-tl                 0.001338
np-tl        nn                    0.029431
np-tl        nn$-tl                0.008696
np-tl        nn-tl                 0.371237
np-tl        nns                   0.008696
np-tl        nns$-tl               0.002676
np-tl        nns-tl                0.03612
np-tl        nns-tl-hl             0.004013
np-tl        np                    0.003344
np-tl        np$-tl                0.001338
np-tl        np-tl                 0.053512
np-tl        nps                   0.001338
np-tl        nps$-tl               0.001338
np-tl        nps-tl                0.004013
np-tl        nr                    0.004013
np-tl        od-tl                 0.002007
np-tl        ql                    0.001338
np-tl        rb                    0.002676
np-tl        to                    0.003344
np-tl        vb                    0.002007
np-tl        vb-tl                 0.001338
np-tl        vbd                   0.003344
np-tl        vbg                   0.003344
np-tl        vbg-tl                0.001338
np-tl        vbn-tl                0.004013
np-tl        vbz                   0.00602
np-tl        vbz-hl                0.001338
np-tl        vbz-tl                0.001338
np-tl        wdt                   0.001338
np-tl        wps                   0.001338
np-tl        wrb                   0.001338
np-tl-hl     vbz-hl                0.007168
nps          ''                    0.009967
nps          (                     0.006645
nps          )                     0.003322
nps          ,                     0.11794
nps          --                    0.009967
nps          .                     0.038206
nps          ap                    0.006645
nps          at                    0.008306
nps          be                    0.003322
nps          bed                   0.033223
nps          ber                   0.026578
nps          bez                   0.003322
nps          cc                    0.049834
nps          cc-tl                 0.003322
nps          cd                    0.003322
nps          cs                    0.006645
nps          do*                   0.003322
nps          dod                   0.004983
nps          dt                    0.008306
nps          dti                   0.003322
nps          hv                    0.01495
nps          hvd                   0.004983
nps          hvz                   0.003322
nps          in                    0.041528
nps          md                    0.028239
nps          nn                    0.003322
nps          nn-tl                 0.003322
nps          np                    0.01495
nps          nr                    0.008306
nps          ppls                  0.003322
nps          pps                   0.004983
nps          ql                    0.003322
nps          rb                    0.016611
nps          to                    0.009967
nps          vb                    0.028239
nps          vb-tl                 0.003322
nps          vbd                   0.041528
nps          vbg                   0.006645
nps          vbn                   0.003322
nps          vbz                   0.003322
nps          wps                   0.008306
nps$         ``                    0.006757
nps$         ap                    0.006757
nps$         jj                    0.013514
nps$         jjt                   0.006757
nps$         nn                    0.030405
nps$         nns                   0.006757
nps$         np                    0.006757
nps$         od                    0.006757
nps$         vbg                   0.006757
nps$-hl      nn-hl                 0.007168
nps$-tl      nn                    0.007168
nps-hl       ,-hl                  0.007067
nps-hl       .-hl                  0.010601
nps-hl       in-hl                 0.007067
nps-hl       vbn-hl                0.007067
nps-tl       ''                    0.006734
nps-tl       ,                     0.010101
nps-tl       --                    0.006734
nps-tl       .                     0.013468
nps-tl       at                    0.006734
nps-tl       cc                    0.006734
nps-tl       hvd                   0.010101
nps-tl       in                    0.006734
nps-tl       nn-tl                 0.006734
nps-tl       nr                    0.010101
nps-tl       to                    0.006734
nps-tl       vbd                   0.010101
nps-tl       wps                   0.006734
nr           ''                    0.010227
nr           ,                     0.073864
nr           --                    0.005682
nr           .                     0.101136
nr           :                     0.004545
nr           ``                    0.002273
nr           ap                    0.003409
nr           at                    0.011364
nr           bed                   0.002273
nr           bez                   0.007955
nr           cc                    0.030682
nr           cd                    0.002273
nr           cs                    0.020455
nr           dts                   0.002273
nr           ex                    0.002273
nr           fw-in                 0.002273
nr           hv                    0.002273
nr           hvd                   0.003409
nr           in                    0.179545
nr           in-tl                 0.002273
nr           jj                    0.005682
nr           jj-tl                 0.002273
nr           jjr                   0.002273
nr           md                    0.002273
nr           nn                    0.110227
nr           nn$                   0.004545
nr           nn-tl                 0.004545
nr           nns                   0.022727
nr           np                    0.005682
nr           nr                    0.004545
nr           pn                    0.002273
nr           pp$                   0.004545
nr           pps                   0.009091
nr           ppss                  0.003409
nr           rb                    0.006818
nr           to                    0.019318
nr           vb                    0.003409
nr           vbd                   0.025
nr           vbg                   0.004545
nr           vbn                   0.002273
nr           vbz                   0.004545
nr           wdt                   0.003409
nr           wps                   0.003409
nr           wrb                   0.006818
nr$          cd                    0.016181
nr$          jj                    0.029126
nr$          jj-tl                 0.006472
nr$          nn                    0.042071
nr$          nns                   0.019417
nr$          od                    0.006472
nr$-tl       ``                    0.014184
nr$-tl       nn                    0.007092
nr-hl        in-hl                 0.007143
nr-hl        nn-hl                 0.007143
nr-tl        ''                    0.008876
nr-tl        (                     0.005917
nr-tl        ,                     0.038462
nr-tl        --                    0.005917
nr-tl        .                     0.023669
nr-tl        at                    0.008876
nr-tl        bed                   0.005917
nr-tl        bedz                  0.005917
nr-tl        bez                   0.005917
nr-tl        cc                    0.017751
nr-tl        cs                    0.008876
nr-tl        dt                    0.005917
nr-tl        ex                    0.005917
nr-tl        hv                    0.005917
nr-tl        hvz                   0.005917
nr-tl        in                    0.017751
nr-tl        md                    0.014793
nr-tl        nn-tl                 0.008876
nr-tl        to                    0.011834
nr-tl        vb                    0.008876
nr-tl        vbd                   0.008876
nr-tl        vbz                   0.008876
nr-tl        vbz-tl                0.005917
nr-tl-hl     .-hl                  0.007168
nrs          ,                     0.007092
